sample_id,text
sub-02::stimulus_375,"The activated emotions are: aesthetic_appreciation, anxiety, awe, guilt, joy."
sub-02::stimulus_376,"The activated emotions are: amusement, fear, surprise."
sub-02::stimulus_377,"The activated emotions are: anxiety, guilt."
sub-02::stimulus_378,"The activated emotions are: amusement, boredom, nostalgia, pride."
sub-02::stimulus_379,"The activated emotions are: anxiety, empathic_pain, guilt, interest, sympathy."
sub-02::stimulus_380,"The activated emotions are: adoration, amusement, awe, nostalgia, sympathy."
sub-02::stimulus_381,"The activated emotions are: aesthetic_appreciation, anxiety, awe, calmness, joy, sympathy."
sub-02::stimulus_382,"The activated emotions are: awkwardness, confusion, empathic_pain, sympathy."
sub-02::stimulus_383,"The activated emotions are: anger, anxiety, confusion, empathic_pain, guilt, horror, interest, satisfaction, triumph."
sub-02::stimulus_384,"The activated emotions are: aesthetic_appreciation, calmness, envy, joy."
sub-02::stimulus_385,"The activated emotions are: aesthetic_appreciation, anxiety, awe, confusion, fear, guilt, joy."
sub-02::stimulus_386,"The activated emotions are: admiration, aesthetic_appreciation, awe, joy, shame."
sub-02::stimulus_387,"The activated emotions are: anxiety, guilt, interest, satisfaction, sympathy, triumph."
sub-02::stimulus_388,"The activated emotions are: adoration, amusement, awe, nostalgia, sympathy."
sub-02::stimulus_389,"The activated emotions are: anxiety, guilt, interest, romance, sympathy."
sub-02::stimulus_390,"The activated emotions are: aesthetic_appreciation, boredom, calmness, confusion, joy, sexual_desire, sympathy."
sub-02::stimulus_391,"The activated emotions are: aesthetic_appreciation, awe, envy, joy."
sub-02::stimulus_392,"The activated emotions are: adoration, amusement, awe, calmness, nostalgia."
sub-02::stimulus_393,"The activated emotions are: awkwardness, empathic_pain."
sub-02::stimulus_394,"The activated emotions are: aesthetic_appreciation, amusement, awe, joy, sympathy."
sub-02::stimulus_395,"The activated emotions are: anxiety, fear, guilt."
sub-02::stimulus_396,"The activated emotions are: aesthetic_appreciation, awe, calmness, envy, joy."
sub-02::stimulus_397,"The activated emotions are: aesthetic_appreciation, awe, calmness."
sub-02::stimulus_398,"The activated emotions are: confusion, contempt, empathic_pain, satisfaction, sympathy, shame."
sub-02::stimulus_399,"The activated emotions are: admiration, adoration, amusement, nostalgia, sympathy, shame."
sub-02::stimulus_400,"The activated emotions are: sadness, surprise."
sub-02::stimulus_401,"The activated emotions are: admiration, awe, entrancement, nostalgia, relief, satisfaction, triumph, shame."
sub-02::stimulus_402,"The activated emotions are: amusement, anxiety, awe, fear, guilt, joy."
sub-02::stimulus_403,"The activated emotions are: adoration, amusement, awe, nostalgia."
sub-02::stimulus_404,"The activated emotions are: admiration, amusement, awe, joy, nostalgia, sexual_desire, triumph."
sub-02::stimulus_405,"The activated emotions are: admiration, adoration, amusement, anxiety, awe, fear, guilt, joy."
sub-02::stimulus_406,"The activated emotions are: anger, anxiety, contempt, empathic_pain, guilt, interest, satisfaction, triumph."
sub-02::stimulus_407,"The activated emotions are: amusement, nostalgia."
sub-02::stimulus_408,"The activated emotions are: anxiety, guilt, romance, sympathy."
sub-02::stimulus_409,"The activated emotions are: admiration, amusement, awe, envy, joy, nostalgia, sexual_desire."
sub-02::stimulus_410,"The activated emotions are: amusement, boredom, nostalgia, pride."
sub-02::stimulus_411,"The activated emotions are: admiration, adoration, amusement, awe, joy, nostalgia, sexual_desire."
sub-02::stimulus_412,"The activated emotions are: admiration, amusement, awe, sexual_desire, sympathy."
sub-02::stimulus_413,"The activated emotions are: adoration, amusement, awe, calmness, nostalgia."
sub-02::stimulus_414,"The activated emotions are: anger, anxiety, confusion, contempt, empathic_pain, interest, satisfaction, triumph."
sub-02::stimulus_415,"The activated emotions are: admiration, adoration, amusement, joy, nostalgia."
sub-02::stimulus_416,"The activated emotions are: amusement, awkwardness, nostalgia."
sub-02::stimulus_417,"The activated emotions are: anxiety, empathic_pain, entrancement, interest, joy, satisfaction, sympathy, triumph."
sub-02::stimulus_418,"The activated emotions are: aesthetic_appreciation, awe, calmness, envy, nostalgia, sexual_desire."
sub-02::stimulus_419,"The activated emotions are: aesthetic_appreciation, anxiety, awe, guilt."
sub-02::stimulus_420,"The activated emotions are: amusement, pride, sympathy."
sub-02::stimulus_421,"The activated emotions are: adoration, amusement, awe, calmness, nostalgia, pride."
sub-02::stimulus_422,"The activated emotions are: amusement, anxiety, awe, fear, guilt, interest."
sub-02::stimulus_423,"The activated emotions are: confusion, craving, empathic_pain, fear, joy, surprise."
sub-02::stimulus_424,"The activated emotions are: amusement, awe, envy, sympathy, shame."
sub-02::stimulus_425,"The activated emotions are: adoration, amusement, awe, joy, nostalgia."
sub-02::stimulus_426,"The activated emotions are: amusement, awe, calmness, envy, joy, nostalgia, sympathy."
sub-02::stimulus_427,"The activated emotions are: joy, sadness, surprise."
sub-02::stimulus_428,"The activated emotions are: amusement, awe, boredom, confusion, fear, joy, sympathy."
sub-02::stimulus_429,"The activated emotions are: calmness, craving, joy."
sub-02::stimulus_430,"The activated emotions are: adoration, amusement, awe, fear, nostalgia."
sub-02::stimulus_431,"The activated emotions are: adoration, amusement, confusion, guilt, triumph."
sub-02::stimulus_432,"The activated emotions are: amusement, joy, nostalgia, sexual_desire, sympathy, shame."
sub-02::stimulus_433,"The activated emotions are: amusement, nostalgia, sadness."
sub-02::stimulus_434,"The activated emotions are: empathic_pain, interest."
sub-02::stimulus_435,"The activated emotions are: anxiety, awe, fear, guilt, joy."
sub-02::stimulus_436,"The activated emotions are: anxiety, awe, fear, guilt, joy, romance."
sub-02::stimulus_437,"The activated emotions are: anxiety, awe, entrancement, guilt, interest, satisfaction."
sub-02::stimulus_438,"The activated emotions are: adoration, amusement, awe, joy."
sub-02::stimulus_439,"The activated emotions are: aesthetic_appreciation, confusion, envy, interest."
sub-02::stimulus_440,"The activated emotions are: amusement, boredom, confusion, pride."
sub-02::stimulus_441,"The activated emotions are: awkwardness, confusion, empathic_pain, sympathy."
sub-02::stimulus_442,"The activated emotions are: amusement, nostalgia."
sub-02::stimulus_443,"The activated emotions are: anxiety, awe, fear, guilt, interest, sympathy."
sub-02::stimulus_444,"The activated emotions are: empathic_pain, entrancement, interest, satisfaction, sympathy."
sub-02::stimulus_445,"The activated emotions are: adoration, amusement, awe, nostalgia, satisfaction, triumph."
sub-02::stimulus_446,"The activated emotions are: aesthetic_appreciation, calmness, envy, joy."
sub-02::stimulus_447,"The activated emotions are: adoration, amusement, awe, joy, nostalgia, sympathy."
sub-02::stimulus_448,"The activated emotions are: anxiety, awe, fear, guilt, joy."
sub-02::stimulus_449,"The activated emotions are: aesthetic_appreciation, amusement, awkwardness, envy, joy, pride."
sub-02::stimulus_450,"The activated emotions are: anger, anxiety, empathic_pain, guilt, interest, satisfaction."
sub-02::stimulus_451,"The activated emotions are: amusement, anxiety, entrancement, fear, guilt, interest, sympathy."
sub-02::stimulus_452,"The activated emotions are: amusement, awe, nostalgia, sympathy."
sub-02::stimulus_453,"The activated emotions are: amusement, confusion, envy."
sub-02::stimulus_454,"The activated emotions are: admiration, adoration, joy, nostalgia, relief, sexual_desire, shame."
sub-02::stimulus_455,"The activated emotions are: awkwardness, empathic_pain, sadness, surprise."
sub-02::stimulus_456,"The activated emotions are: sadness, surprise."
sub-02::stimulus_457,"The activated emotions are: admiration, amusement, boredom, sadness, surprise."
sub-02::stimulus_458,The activated emotions are: craving.
sub-02::stimulus_459,"The activated emotions are: aesthetic_appreciation, amusement, joy, sympathy."
sub-02::stimulus_460,"The activated emotions are: anxiety, guilt."
sub-02::stimulus_461,"The activated emotions are: anxiety, entrancement, guilt, interest, satisfaction, sympathy."
sub-02::stimulus_462,"The activated emotions are: adoration, amusement, awe, nostalgia."
sub-02::stimulus_463,"The activated emotions are: admiration, amusement, awe, joy."
sub-02::stimulus_464,"The activated emotions are: empathic_pain, guilt, interest."
sub-02::stimulus_465,"The activated emotions are: sadness, surprise."
sub-02::stimulus_466,"The activated emotions are: confusion, guilt, joy."
sub-02::stimulus_467,"The activated emotions are: amusement, nostalgia, pride."
sub-02::stimulus_468,"The activated emotions are: aesthetic_appreciation, envy, sympathy."
sub-02::stimulus_469,"The activated emotions are: adoration, amusement, joy."
sub-02::stimulus_470,"The activated emotions are: aesthetic_appreciation, amusement, awe, calmness, confusion."
sub-02::stimulus_471,"The activated emotions are: aesthetic_appreciation, envy, joy."
sub-02::stimulus_472,"The activated emotions are: admiration, adoration, amusement, awe, nostalgia."
sub-02::stimulus_473,"The activated emotions are: aesthetic_appreciation, awkwardness, boredom, surprise."
sub-02::stimulus_474,"The activated emotions are: anger, anxiety, empathic_pain, guilt, interest, romance, satisfaction."
sub-02::stimulus_475,"The activated emotions are: admiration, aesthetic_appreciation, anxiety, awe, guilt, joy."
sub-02::stimulus_476,"The activated emotions are: aesthetic_appreciation, awe, envy, joy."
sub-02::stimulus_477,"The activated emotions are: amusement, empathic_pain, pride, satisfaction, triumph."
sub-02::stimulus_478,"The activated emotions are: aesthetic_appreciation, envy, joy."
sub-02::stimulus_479,"The activated emotions are: adoration, amusement, awe, nostalgia."
sub-02::stimulus_480,"The activated emotions are: admiration, awe, fear, nostalgia, sympathy, shame."
sub-02::stimulus_481,"The activated emotions are: anxiety, empathic_pain, entrancement, guilt, interest, pride, satisfaction, sympathy, triumph."
sub-02::stimulus_482,"The activated emotions are: admiration, anxiety, awe, fear, guilt, interest, joy."
sub-02::stimulus_483,"The activated emotions are: adoration, amusement, awe, nostalgia."
sub-02::stimulus_484,"The activated emotions are: aesthetic_appreciation, amusement, boredom, calmness, confusion, envy, joy, sexual_desire."
sub-02::stimulus_485,"The activated emotions are: amusement, awkwardness, confusion, contempt, joy, nostalgia, triumph, shame."
sub-02::stimulus_486,"The activated emotions are: adoration, amusement, awe, awkwardness, nostalgia."
sub-02::stimulus_487,"The activated emotions are: adoration, aesthetic_appreciation, amusement, awe, joy, nostalgia."
sub-02::stimulus_488,"The activated emotions are: admiration, adoration, amusement, awe, joy, nostalgia, sexual_desire."
sub-02::stimulus_489,"The activated emotions are: anxiety, confusion, guilt, interest, sympathy."
sub-02::stimulus_490,"The activated emotions are: admiration, anxiety, guilt, interest, relief, romance, satisfaction, sympathy, triumph."
sub-02::stimulus_491,"The activated emotions are: aesthetic_appreciation, amusement, anxiety, awe, boredom, calmness, envy, romance, sympathy."
sub-02::stimulus_492,"The activated emotions are: anger, anxiety, confusion, disgust, empathic_pain, guilt, satisfaction, sympathy."
sub-02::stimulus_493,"The activated emotions are: aesthetic_appreciation, awe, boredom, calmness, envy, nostalgia, sexual_desire."
sub-02::stimulus_494,"The activated emotions are: anger, anxiety, confusion, disgust, empathic_pain, guilt, joy, romance, satisfaction."
sub-02::stimulus_495,"The activated emotions are: anxiety, awkwardness, confusion, empathic_pain, envy, guilt, interest, triumph."
sub-02::stimulus_496,"The activated emotions are: admiration, aesthetic_appreciation, amusement, awe, envy, fear, joy, sexual_desire."
sub-02::stimulus_497,"The activated emotions are: amusement, awkwardness, boredom, empathic_pain, romance."
sub-02::stimulus_498,"The activated emotions are: admiration, amusement, anxiety, boredom, confusion, fear, sexual_desire, sympathy, shame."
sub-02::stimulus_499,"The activated emotions are: aesthetic_appreciation, boredom, calmness, envy."
sub-02::stimulus_500,"The activated emotions are: aesthetic_appreciation, anxiety, awe, fear, guilt, joy, sympathy."
sub-02::stimulus_501,"The activated emotions are: anxiety, awkwardness, boredom, craving, fear, joy, sexual_desire, surprise, sympathy."
sub-02::stimulus_502,"The activated emotions are: aesthetic_appreciation, anxiety, awe, boredom, envy, interest, joy, satisfaction, sexual_desire, sympathy, triumph."
sub-02::stimulus_503,"The activated emotions are: adoration, amusement, awe, joy, nostalgia, sympathy."
sub-02::stimulus_504,"The activated emotions are: amusement, anxiety, awe, fear, guilt, interest, sympathy."
sub-02::stimulus_505,"The activated emotions are: amusement, awkwardness, boredom, confusion, empathic_pain, joy, romance, sympathy."
sub-02::stimulus_506,"The activated emotions are: admiration, amusement, awe, excitement, fear, nostalgia, relief, sexual_desire, shame."
sub-02::stimulus_507,"The activated emotions are: admiration, adoration, aesthetic_appreciation, contempt, excitement, nostalgia, sadness."
sub-02::stimulus_508,"The activated emotions are: awkwardness, boredom, empathic_pain, fear, surprise."
sub-02::stimulus_509,"The activated emotions are: anxiety, awe, guilt, joy, romance, sympathy."
sub-02::stimulus_510,"The activated emotions are: anxiety, awkwardness, confusion, guilt, interest, joy."
sub-02::stimulus_511,"The activated emotions are: craving, surprise."
sub-02::stimulus_512,"The activated emotions are: amusement, awkwardness, confusion, empathic_pain, guilt."
sub-02::stimulus_513,"The activated emotions are: anger, anxiety, disgust, empathic_pain, entrancement, guilt, horror, interest, satisfaction, triumph."
sub-02::stimulus_514,"The activated emotions are: confusion, empathic_pain, guilt, interest, sympathy."
sub-02::stimulus_515,"The activated emotions are: admiration, aesthetic_appreciation, awe, calmness, joy, pride."
sub-02::stimulus_516,"The activated emotions are: aesthetic_appreciation, boredom, calmness, confusion, envy."
sub-02::stimulus_517,"The activated emotions are: anxiety, fear, guilt, interest."
sub-02::stimulus_518,"The activated emotions are: adoration, amusement, awe, calmness, nostalgia."
sub-02::stimulus_519,"The activated emotions are: admiration, aesthetic_appreciation, awe, calmness, joy, pride."
sub-02::stimulus_520,"The activated emotions are: admiration, amusement, boredom, craving, envy, fear, surprise."
sub-02::stimulus_521,"The activated emotions are: adoration, amusement, awe, nostalgia, sympathy."
sub-02::stimulus_522,"The activated emotions are: anxiety, empathic_pain, entrancement, interest, satisfaction, triumph."
sub-02::stimulus_523,"The activated emotions are: amusement, anger, boredom, contempt, disgust, empathic_pain."
sub-02::stimulus_524,"The activated emotions are: amusement, anxiety, entrancement, guilt, interest, satisfaction, sympathy, triumph."
sub-02::stimulus_525,"The activated emotions are: adoration, amusement, awe."
sub-02::stimulus_526,"The activated emotions are: fear, joy, surprise."
sub-02::stimulus_527,"The activated emotions are: boredom, calmness, contempt, pride, sadness."
sub-02::stimulus_528,"The activated emotions are: adoration, awe, confusion, nostalgia."
sub-02::stimulus_529,"The activated emotions are: awkwardness, confusion, disgust, empathic_pain."
sub-02::stimulus_530,"The activated emotions are: admiration, adoration, aesthetic_appreciation, awe, calmness, envy, joy, romance, sadness, sexual_desire."
sub-02::stimulus_531,"The activated emotions are: aesthetic_appreciation, confusion, craving, joy, nostalgia, sexual_desire."
sub-02::stimulus_532,"The activated emotions are: anxiety, empathic_pain, entrancement, guilt, horror, interest, sympathy."
sub-02::stimulus_533,"The activated emotions are: boredom, envy, joy."
sub-02::stimulus_534,"The activated emotions are: admiration, adoration, amusement, awe, fear, nostalgia, romance, sympathy."
sub-02::stimulus_535,"The activated emotions are: adoration, aesthetic_appreciation, awe, calmness, envy, joy."
sub-02::stimulus_536,"The activated emotions are: anger, anxiety, guilt, romance, sympathy."
sub-02::stimulus_537,"The activated emotions are: aesthetic_appreciation, boredom, joy."
sub-02::stimulus_538,"The activated emotions are: adoration, amusement, anxiety, awe, entrancement, guilt, nostalgia, romance, satisfaction, triumph, shame."
sub-02::stimulus_539,"The activated emotions are: craving, fear, sadness, surprise."
sub-02::stimulus_540,"The activated emotions are: amusement, boredom, contempt, fear, joy, sexual_desire."
sub-02::stimulus_541,"The activated emotions are: aesthetic_appreciation, awe, envy, joy, sexual_desire."
sub-02::stimulus_542,"The activated emotions are: craving, empathic_pain, fear, joy."
sub-02::stimulus_543,"The activated emotions are: amusement, joy, nostalgia, sadness, sexual_desire."
sub-02::stimulus_544,"The activated emotions are: adoration, amusement, fear, nostalgia, sadness, sexual_desire, sympathy."
sub-02::stimulus_545,"The activated emotions are: adoration, amusement, awkwardness, boredom, nostalgia."
sub-02::stimulus_546,"The activated emotions are: admiration, aesthetic_appreciation, amusement, awe, fear, joy, sexual_desire."
sub-02::stimulus_547,"The activated emotions are: aesthetic_appreciation, awkwardness, confusion, envy, joy."
sub-02::stimulus_548,"The activated emotions are: anxiety, guilt, interest."
sub-02::stimulus_549,"The activated emotions are: amusement, awe, calmness, fear, joy, sexual_desire."
sub-02::stimulus_550,"The activated emotions are: admiration, amusement, anxiety, awe, fear, guilt, sexual_desire."
sub-02::stimulus_551,"The activated emotions are: empathic_pain, interest."
sub-02::stimulus_552,"The activated emotions are: awe, boredom, empathic_pain, fear, surprise."
sub-02::stimulus_553,"The activated emotions are: aesthetic_appreciation, awe, calmness, fear, joy, nostalgia, sexual_desire."
sub-02::stimulus_554,"The activated emotions are: anger, anxiety, confusion, contempt, empathic_pain, entrancement, fear, guilt, interest, romance, satisfaction, sympathy, triumph."
sub-02::stimulus_555,"The activated emotions are: aesthetic_appreciation, boredom, calmness, envy, sexual_desire."
sub-02::stimulus_556,"The activated emotions are: awkwardness, joy, surprise."
sub-02::stimulus_557,"The activated emotions are: aesthetic_appreciation, amusement, anxiety, awe, empathic_pain, envy, guilt, interest, joy, sympathy."
sub-02::stimulus_558,"The activated emotions are: anxiety, guilt, interest, satisfaction."
sub-02::stimulus_559,"The activated emotions are: amusement, boredom, confusion, nostalgia, sympathy."
sub-02::stimulus_560,"The activated emotions are: sadness, sexual_desire, surprise."
sub-02::stimulus_561,"The activated emotions are: aesthetic_appreciation, craving, joy, sexual_desire."
sub-02::stimulus_562,"The activated emotions are: sadness, sexual_desire, surprise, sympathy."
sub-02::stimulus_563,"The activated emotions are: aesthetic_appreciation, awe, empathic_pain, guilt, satisfaction, shame."
sub-02::stimulus_564,"The activated emotions are: anxiety, empathic_pain, guilt, interest, sympathy."
sub-02::stimulus_565,"The activated emotions are: anger, anxiety, disgust, empathic_pain, guilt, interest, satisfaction."
sub-02::stimulus_566,"The activated emotions are: confusion, empathic_pain, interest."
sub-02::stimulus_567,"The activated emotions are: sadness, surprise."
sub-02::stimulus_568,"The activated emotions are: anxiety, awe, fear, guilt, interest, romance."
sub-02::stimulus_569,"The activated emotions are: admiration, aesthetic_appreciation, amusement, awe, boredom, envy, joy, sexual_desire."
sub-02::stimulus_570,"The activated emotions are: admiration, adoration, anxiety, awe, guilt, interest, joy, romance, satisfaction, sexual_desire, triumph, shame."
sub-02::stimulus_571,"The activated emotions are: aesthetic_appreciation, craving, empathic_pain, joy, sexual_desire."
sub-02::stimulus_572,"The activated emotions are: amusement, entrancement, horror, sexual_desire, sympathy, triumph."
sub-02::stimulus_573,"The activated emotions are: admiration, adoration, amusement, awe, joy, nostalgia."
sub-02::stimulus_574,"The activated emotions are: adoration, amusement, awe, joy."
sub-02::stimulus_575,"The activated emotions are: amusement, awkwardness, confusion, joy, sympathy."
sub-02::stimulus_576,"The activated emotions are: admiration, adoration, amusement, awe, calmness, joy, nostalgia, pride, sympathy."
sub-02::stimulus_577,"The activated emotions are: adoration, amusement, awe, calmness, nostalgia, sexual_desire."
sub-02::stimulus_578,"The activated emotions are: amusement, awe, confusion, envy, joy, nostalgia, sympathy."
sub-02::stimulus_579,"The activated emotions are: adoration, amusement, awe, calmness, joy, nostalgia, sympathy."
sub-02::stimulus_580,"The activated emotions are: aesthetic_appreciation, awe, calmness, envy, joy, nostalgia."
sub-02::stimulus_581,"The activated emotions are: admiration, amusement, awe, fear, joy, sympathy, shame."
sub-02::stimulus_582,"The activated emotions are: amusement, anxiety, awe, confusion, entrancement, fear, joy, sexual_desire, sympathy."
sub-02::stimulus_583,"The activated emotions are: aesthetic_appreciation, anxiety, awe, guilt, joy, sympathy."
sub-02::stimulus_584,"The activated emotions are: adoration, amusement, awe, nostalgia."
sub-02::stimulus_585,"The activated emotions are: aesthetic_appreciation, anxiety, boredom, confusion, joy."
sub-02::stimulus_586,"The activated emotions are: admiration, amusement, awe, fear, joy, sexual_desire, sympathy, shame."
sub-02::stimulus_587,"The activated emotions are: aesthetic_appreciation, amusement, excitement, fear, joy, surprise, sympathy."
sub-02::stimulus_588,"The activated emotions are: aesthetic_appreciation, anxiety, awe, boredom, confusion, fear, joy, sympathy."
sub-02::stimulus_589,"The activated emotions are: aesthetic_appreciation, awe, confusion, envy, joy."
sub-02::stimulus_590,"The activated emotions are: aesthetic_appreciation, awe, calmness, fear, nostalgia, pride."
sub-02::stimulus_591,"The activated emotions are: admiration, adoration, amusement, awe, confusion, joy, nostalgia."
sub-02::stimulus_592,"The activated emotions are: amusement, awe, joy, sympathy."
sub-02::stimulus_593,"The activated emotions are: admiration, fear, joy, nostalgia, relief, sympathy, shame."
sub-02::stimulus_594,"The activated emotions are: awkwardness, boredom, confusion, disgust, empathic_pain, surprise."
sub-02::stimulus_595,"The activated emotions are: anger, anxiety, confusion, contempt, disgust, empathic_pain, guilt, interest, satisfaction, sympathy, triumph."
sub-02::stimulus_596,"The activated emotions are: anxiety, confusion, entrancement, guilt, interest, satisfaction, triumph."
sub-02::stimulus_597,"The activated emotions are: admiration, adoration, amusement, awe, fear, nostalgia, sexual_desire."
sub-02::stimulus_598,"The activated emotions are: anxiety, guilt, interest, joy, romance, sympathy."
sub-02::stimulus_599,"The activated emotions are: empathic_pain, fear, surprise, sympathy."
sub-02::stimulus_600,"The activated emotions are: amusement, confusion, disgust, entrancement, joy, satisfaction, sympathy, triumph."
sub-02::stimulus_601,"The activated emotions are: aesthetic_appreciation, calmness, sexual_desire."
sub-02::stimulus_602,"The activated emotions are: amusement, confusion, sympathy."
sub-02::stimulus_603,"The activated emotions are: admiration, aesthetic_appreciation, anxiety, awe, fear, guilt, joy."
sub-02::stimulus_604,"The activated emotions are: anxiety, guilt, interest."
sub-02::stimulus_605,"The activated emotions are: adoration, amusement, awe, calmness, nostalgia, sexual_desire."
sub-02::stimulus_606,"The activated emotions are: anger, anxiety, contempt, disgust, empathic_pain, guilt, horror, interest, satisfaction."
sub-02::stimulus_607,"The activated emotions are: amusement, anxiety, confusion, guilt, sympathy."
sub-02::stimulus_608,"The activated emotions are: adoration, awe, nostalgia, sympathy."
sub-02::stimulus_609,"The activated emotions are: adoration, amusement, awe, nostalgia, sympathy."
sub-02::stimulus_610,"The activated emotions are: boredom, confusion."
sub-02::stimulus_611,"The activated emotions are: admiration, anxiety, confusion, entrancement, satisfaction, triumph."
sub-02::stimulus_612,"The activated emotions are: aesthetic_appreciation, amusement, confusion, envy, joy."
sub-02::stimulus_613,"The activated emotions are: aesthetic_appreciation, amusement, boredom, envy, joy."
sub-02::stimulus_614,"The activated emotions are: admiration, amusement, awe, joy, nostalgia, sexual_desire, sympathy, shame."
sub-02::stimulus_615,"The activated emotions are: anxiety, confusion, interest."
sub-02::stimulus_616,"The activated emotions are: aesthetic_appreciation, amusement, boredom, confusion, envy, joy, sexual_desire."
sub-02::stimulus_617,"The activated emotions are: adoration, awe, calmness, joy, nostalgia, sexual_desire."
sub-02::stimulus_618,"The activated emotions are: adoration, amusement, nostalgia."
sub-02::stimulus_619,"The activated emotions are: adoration, aesthetic_appreciation, awe, calmness, joy, sympathy."
sub-02::stimulus_620,"The activated emotions are: adoration, amusement, awe, nostalgia, sexual_desire, sympathy."
sub-02::stimulus_621,"The activated emotions are: amusement, confusion, joy, sympathy."
sub-02::stimulus_622,"The activated emotions are: amusement, awkwardness, boredom, nostalgia, sexual_desire, shame."
sub-02::stimulus_623,"The activated emotions are: aesthetic_appreciation, awe, confusion, fear, sympathy."
sub-02::stimulus_624,"The activated emotions are: anxiety, awe, confusion, fear, guilt, joy, satisfaction, triumph."
sub-02::stimulus_625,"The activated emotions are: adoration, amusement, nostalgia."
sub-02::stimulus_626,"The activated emotions are: admiration, amusement, anxiety, awe, joy."
sub-02::stimulus_627,"The activated emotions are: admiration, adoration, amusement, awe, nostalgia, sexual_desire."
sub-02::stimulus_628,"The activated emotions are: adoration, amusement, awe, calmness, joy, nostalgia, triumph."
sub-02::stimulus_629,"The activated emotions are: aesthetic_appreciation, awe, envy, joy."
sub-02::stimulus_630,"The activated emotions are: amusement, boredom, pride."
sub-02::stimulus_631,"The activated emotions are: aesthetic_appreciation, amusement, awe, envy, joy."
sub-02::stimulus_632,"The activated emotions are: anger, anxiety, confusion, empathic_pain, guilt, interest, satisfaction, sympathy."
sub-02::stimulus_633,"The activated emotions are: amusement, confusion, surprise."
sub-02::stimulus_634,"The activated emotions are: anxiety, empathic_pain, guilt, interest."
sub-02::stimulus_635,"The activated emotions are: adoration, amusement, sadness."
sub-02::stimulus_636,"The activated emotions are: aesthetic_appreciation, awe, calmness, envy."
sub-02::stimulus_637,"The activated emotions are: admiration, adoration, amusement, confusion, nostalgia, relief, shame."
sub-02::stimulus_638,"The activated emotions are: adoration, amusement, nostalgia, triumph."
sub-02::stimulus_639,"The activated emotions are: aesthetic_appreciation, awe, envy, joy, sexual_desire."
sub-02::stimulus_640,"The activated emotions are: amusement, boredom, calmness, pride."
sub-02::stimulus_641,"The activated emotions are: adoration, surprise."
sub-02::stimulus_642,"The activated emotions are: amusement, confusion, sympathy."
sub-02::stimulus_643,"The activated emotions are: anger, anxiety, empathic_pain, entrancement, envy, guilt, interest, satisfaction."
sub-02::stimulus_644,"The activated emotions are: anger, contempt, empathic_pain, entrancement, interest, satisfaction."
sub-02::stimulus_645,"The activated emotions are: aesthetic_appreciation, awe, calmness."
sub-02::stimulus_646,"The activated emotions are: calmness, empathic_pain, entrancement, interest, joy."
sub-02::stimulus_647,"The activated emotions are: amusement, anxiety, empathic_pain, guilt, interest."
sub-02::stimulus_648,"The activated emotions are: anxiety, awe, fear, guilt."
sub-02::stimulus_649,"The activated emotions are: admiration, amusement, anxiety, awe, joy, sympathy."
sub-02::stimulus_650,"The activated emotions are: adoration, amusement, nostalgia, sexual_desire."
sub-02::stimulus_651,"The activated emotions are: aesthetic_appreciation, calmness, envy, joy."
sub-02::stimulus_652,"The activated emotions are: aesthetic_appreciation, calmness, confusion, interest, satisfaction."
sub-02::stimulus_653,The activated emotions are: amusement.
sub-02::stimulus_654,"The activated emotions are: adoration, amusement, empathic_pain, nostalgia, sadness."
sub-02::stimulus_655,"The activated emotions are: empathic_pain, surprise."
sub-02::stimulus_656,"The activated emotions are: amusement, joy, sympathy."
sub-02::stimulus_657,"The activated emotions are: admiration, amusement, awe, joy."
sub-02::stimulus_658,"The activated emotions are: aesthetic_appreciation, boredom, confusion, envy, joy."
sub-02::stimulus_659,"The activated emotions are: aesthetic_appreciation, awe, envy, joy, sexual_desire."
sub-02::stimulus_660,"The activated emotions are: admiration, adoration, amusement, awe, joy."
sub-02::stimulus_661,"The activated emotions are: awkwardness, fear, surprise."
sub-02::stimulus_662,"The activated emotions are: amusement, awe, envy, joy."
sub-02::stimulus_663,"The activated emotions are: aesthetic_appreciation, awe, boredom, calmness."
sub-02::stimulus_664,"The activated emotions are: aesthetic_appreciation, boredom, calmness, envy, joy."
sub-02::stimulus_665,"The activated emotions are: amusement, confusion, empathic_pain, sympathy."
sub-02::stimulus_666,"The activated emotions are: adoration, amusement, nostalgia."
sub-02::stimulus_667,"The activated emotions are: empathic_pain, interest, satisfaction, sympathy, triumph."
sub-02::stimulus_668,"The activated emotions are: amusement, boredom, entrancement, triumph."
sub-02::stimulus_669,"The activated emotions are: aesthetic_appreciation, awe, calmness, confusion, envy, joy."
sub-02::stimulus_670,"The activated emotions are: adoration, aesthetic_appreciation, amusement, fear, nostalgia."
sub-02::stimulus_671,"The activated emotions are: aesthetic_appreciation, awe, calmness, envy."
sub-02::stimulus_672,"The activated emotions are: awe, envy, joy."
sub-02::stimulus_673,"The activated emotions are: entrancement, satisfaction, triumph."
sub-02::stimulus_674,"The activated emotions are: anger, anxiety, empathic_pain, entrancement, guilt, interest, satisfaction, triumph."
sub-02::stimulus_675,"The activated emotions are: fear, sexual_desire, shame."
sub-02::stimulus_676,"The activated emotions are: aesthetic_appreciation, anxiety, awe, envy, joy, sexual_desire, sympathy."
sub-02::stimulus_677,"The activated emotions are: amusement, awe, boredom, joy, sympathy, triumph."
