sample_id,text
sub-02::stimulus_54,The dominant emotional response is anger.
sub-02::stimulus_55,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_56,The dominant emotional response is amusement.
sub-02::stimulus_57,The dominant emotional response is surprise.
sub-02::stimulus_58,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_59,The dominant emotional response is satisfaction.
sub-02::stimulus_60,The dominant emotional response is awe.
sub-02::stimulus_61,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_62,The dominant emotional response is interest.
sub-02::stimulus_63,The dominant emotional response is joy.
sub-02::stimulus_64,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_65,The dominant emotional response is guilt.
sub-02::stimulus_66,The dominant emotional response is amusement.
sub-02::stimulus_67,The dominant emotional response is satisfaction.
sub-02::stimulus_68,The dominant emotional response is guilt.
sub-02::stimulus_69,The dominant emotional response is amusement.
sub-02::stimulus_70,The dominant emotional response is amusement.
sub-02::stimulus_71,The dominant emotional response is amusement.
sub-02::stimulus_72,The dominant emotional response is amusement.
sub-02::stimulus_73,The dominant emotional response is empathic_pain.
sub-02::stimulus_74,The dominant emotional response is amusement.
sub-02::stimulus_75,The dominant emotional response is sadness.
sub-02::stimulus_76,The dominant emotional response is joy.
sub-02::stimulus_77,The dominant emotional response is joy.
sub-02::stimulus_78,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_79,The dominant emotional response is empathic_pain.
sub-02::stimulus_80,The dominant emotional response is amusement.
sub-02::stimulus_81,The dominant emotional response is empathic_pain.
sub-02::stimulus_82,The dominant emotional response is amusement.
sub-02::stimulus_83,The dominant emotional response is amusement.
sub-02::stimulus_84,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_85,The dominant emotional response is joy.
sub-02::stimulus_86,The dominant emotional response is amusement.
sub-02::stimulus_87,The dominant emotional response is amusement.
sub-02::stimulus_88,The dominant emotional response is amusement.
sub-02::stimulus_89,The dominant emotional response is entrancement.
sub-02::stimulus_90,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_91,The dominant emotional response is amusement.
sub-02::stimulus_92,The dominant emotional response is envy.
sub-02::stimulus_93,The dominant emotional response is sympathy.
sub-02::stimulus_94,The dominant emotional response is amusement.
sub-02::stimulus_95,The dominant emotional response is entrancement.
sub-02::stimulus_96,The dominant emotional response is anxiety.
sub-02::stimulus_97,The dominant emotional response is anxiety.
sub-02::stimulus_98,The dominant emotional response is adoration.
sub-02::stimulus_99,The dominant emotional response is amusement.
sub-02::stimulus_100,The dominant emotional response is nostalgia.
sub-02::stimulus_101,The dominant emotional response is amusement.
sub-02::stimulus_102,The dominant emotional response is amusement.
sub-02::stimulus_103,The dominant emotional response is confusion.
sub-02::stimulus_104,The dominant emotional response is entrancement.
sub-02::stimulus_105,The dominant emotional response is amusement.
sub-02::stimulus_106,The dominant emotional response is empathic_pain.
sub-02::stimulus_107,The dominant emotional response is interest.
sub-02::stimulus_108,The dominant emotional response is awkwardness.
sub-02::stimulus_109,The dominant emotional response is guilt.
sub-02::stimulus_110,The dominant emotional response is craving.
sub-02::stimulus_111,The dominant emotional response is sadness.
sub-02::stimulus_112,The dominant emotional response is surprise.
sub-02::stimulus_113,The dominant emotional response is adoration.
sub-02::stimulus_114,The dominant emotional response is amusement.
sub-02::stimulus_115,The dominant emotional response is amusement.
sub-02::stimulus_116,The dominant emotional response is sadness.
sub-02::stimulus_117,The dominant emotional response is boredom.
sub-02::stimulus_118,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_119,The dominant emotional response is empathic_pain.
sub-02::stimulus_120,The dominant emotional response is amusement.
sub-02::stimulus_121,The dominant emotional response is nostalgia.
sub-02::stimulus_122,The dominant emotional response is amusement.
sub-02::stimulus_123,The dominant emotional response is amusement.
sub-02::stimulus_124,The dominant emotional response is empathic_pain.
sub-02::stimulus_125,The dominant emotional response is sadness.
sub-02::stimulus_126,The dominant emotional response is nostalgia.
sub-02::stimulus_127,The dominant emotional response is entrancement.
sub-02::stimulus_128,The dominant emotional response is entrancement.
sub-02::stimulus_129,The dominant emotional response is guilt.
sub-02::stimulus_130,The dominant emotional response is surprise.
sub-02::stimulus_131,The dominant emotional response is amusement.
sub-02::stimulus_132,The dominant emotional response is entrancement.
sub-02::stimulus_133,The dominant emotional response is guilt.
sub-02::stimulus_134,The dominant emotional response is amusement.
sub-02::stimulus_135,The dominant emotional response is empathic_pain.
sub-02::stimulus_136,The dominant emotional response is awe.
sub-02::stimulus_137,The dominant emotional response is guilt.
sub-02::stimulus_138,The dominant emotional response is surprise.
sub-02::stimulus_139,The dominant emotional response is surprise.
sub-02::stimulus_140,The dominant emotional response is surprise.
sub-02::stimulus_141,The dominant emotional response is empathic_pain.
sub-02::stimulus_142,The dominant emotional response is pride.
sub-02::stimulus_143,The dominant emotional response is guilt.
sub-02::stimulus_144,The dominant emotional response is craving.
sub-02::stimulus_145,The dominant emotional response is guilt.
sub-02::stimulus_146,The dominant emotional response is awe.
sub-02::stimulus_147,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_148,The dominant emotional response is awe.
sub-02::stimulus_149,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_150,The dominant emotional response is adoration.
sub-02::stimulus_151,The dominant emotional response is amusement.
sub-02::stimulus_152,The dominant emotional response is craving.
sub-02::stimulus_153,The dominant emotional response is interest.
sub-02::stimulus_154,The dominant emotional response is sympathy.
sub-02::stimulus_155,The dominant emotional response is confusion.
sub-02::stimulus_156,The dominant emotional response is fear.
sub-02::stimulus_157,The dominant emotional response is joy.
sub-02::stimulus_158,The dominant emotional response is satisfaction.
sub-02::stimulus_159,The dominant emotional response is amusement.
sub-02::stimulus_160,The dominant emotional response is amusement.
sub-02::stimulus_161,The dominant emotional response is amusement.
sub-02::stimulus_162,The dominant emotional response is surprise.
sub-02::stimulus_163,The dominant emotional response is amusement.
sub-02::stimulus_164,The dominant emotional response is nostalgia.
sub-02::stimulus_165,The dominant emotional response is nostalgia.
sub-02::stimulus_166,The dominant emotional response is guilt.
sub-02::stimulus_167,The dominant emotional response is amusement.
sub-02::stimulus_168,The dominant emotional response is amusement.
sub-02::stimulus_169,The dominant emotional response is joy.
sub-02::stimulus_170,The dominant emotional response is sympathy.
sub-02::stimulus_171,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_172,The dominant emotional response is amusement.
sub-02::stimulus_173,The dominant emotional response is shame.
sub-02::stimulus_174,The dominant emotional response is amusement.
sub-02::stimulus_175,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_176,The dominant emotional response is pride.
sub-02::stimulus_177,The dominant emotional response is amusement.
sub-02::stimulus_178,The dominant emotional response is amusement.
sub-02::stimulus_179,The dominant emotional response is empathic_pain.
sub-02::stimulus_180,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_181,The dominant emotional response is satisfaction.
sub-02::stimulus_182,The dominant emotional response is amusement.
sub-02::stimulus_183,The dominant emotional response is amusement.
sub-02::stimulus_184,The dominant emotional response is adoration.
sub-02::stimulus_185,The dominant emotional response is awe.
sub-02::stimulus_186,The dominant emotional response is empathic_pain.
sub-02::stimulus_187,The dominant emotional response is empathic_pain.
sub-02::stimulus_188,The dominant emotional response is amusement.
sub-02::stimulus_189,The dominant emotional response is amusement.
sub-02::stimulus_190,The dominant emotional response is guilt.
sub-02::stimulus_191,The dominant emotional response is amusement.
sub-02::stimulus_192,The dominant emotional response is adoration.
sub-02::stimulus_193,The dominant emotional response is pride.
sub-02::stimulus_194,The dominant emotional response is amusement.
sub-02::stimulus_195,The dominant emotional response is interest.
sub-02::stimulus_196,The dominant emotional response is craving.
sub-02::stimulus_197,The dominant emotional response is empathic_pain.
sub-02::stimulus_198,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_199,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_200,The dominant emotional response is amusement.
sub-02::stimulus_201,The dominant emotional response is pride.
sub-02::stimulus_202,The dominant emotional response is amusement.
sub-02::stimulus_203,The dominant emotional response is boredom.
sub-02::stimulus_204,The dominant emotional response is sadness.
sub-02::stimulus_205,The dominant emotional response is joy.
sub-02::stimulus_206,The dominant emotional response is relief.
sub-02::stimulus_207,The dominant emotional response is nostalgia.
sub-02::stimulus_208,The dominant emotional response is satisfaction.
sub-02::stimulus_209,The dominant emotional response is amusement.
sub-02::stimulus_210,The dominant emotional response is amusement.
sub-02::stimulus_211,The dominant emotional response is entrancement.
sub-02::stimulus_212,The dominant emotional response is craving.
sub-02::stimulus_213,The dominant emotional response is interest.
sub-02::stimulus_214,The dominant emotional response is empathic_pain.
sub-02::stimulus_215,The dominant emotional response is amusement.
sub-02::stimulus_216,The dominant emotional response is empathic_pain.
sub-02::stimulus_217,The dominant emotional response is awe.
sub-02::stimulus_218,The dominant emotional response is empathic_pain.
sub-02::stimulus_219,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_220,The dominant emotional response is awe.
sub-02::stimulus_221,The dominant emotional response is amusement.
sub-02::stimulus_222,The dominant emotional response is amusement.
sub-02::stimulus_223,The dominant emotional response is empathic_pain.
sub-02::stimulus_224,The dominant emotional response is amusement.
sub-02::stimulus_225,The dominant emotional response is empathic_pain.
sub-02::stimulus_226,The dominant emotional response is satisfaction.
sub-02::stimulus_227,The dominant emotional response is amusement.
sub-02::stimulus_228,The dominant emotional response is awe.
sub-02::stimulus_229,The dominant emotional response is awe.
sub-02::stimulus_230,The dominant emotional response is awe.
sub-02::stimulus_231,The dominant emotional response is joy.
sub-02::stimulus_232,The dominant emotional response is amusement.
sub-02::stimulus_233,The dominant emotional response is envy.
sub-02::stimulus_234,The dominant emotional response is interest.
sub-02::stimulus_235,The dominant emotional response is empathic_pain.
sub-02::stimulus_236,The dominant emotional response is interest.
sub-02::stimulus_237,The dominant emotional response is amusement.
sub-02::stimulus_238,The dominant emotional response is interest.
sub-02::stimulus_239,The dominant emotional response is admiration.
sub-02::stimulus_240,The dominant emotional response is interest.
sub-02::stimulus_241,The dominant emotional response is amusement.
sub-02::stimulus_242,The dominant emotional response is surprise.
sub-02::stimulus_243,The dominant emotional response is empathic_pain.
sub-02::stimulus_244,The dominant emotional response is empathic_pain.
sub-02::stimulus_245,The dominant emotional response is amusement.
sub-02::stimulus_246,The dominant emotional response is joy.
sub-02::stimulus_247,The dominant emotional response is amusement.
sub-02::stimulus_248,The dominant emotional response is joy.
sub-02::stimulus_249,The dominant emotional response is guilt.
sub-02::stimulus_250,The dominant emotional response is joy.
sub-02::stimulus_251,The dominant emotional response is joy.
sub-02::stimulus_252,The dominant emotional response is entrancement.
sub-02::stimulus_253,The dominant emotional response is joy.
sub-02::stimulus_254,The dominant emotional response is amusement.
sub-02::stimulus_255,The dominant emotional response is adoration.
sub-02::stimulus_256,The dominant emotional response is amusement.
sub-02::stimulus_257,The dominant emotional response is amusement.
sub-02::stimulus_258,The dominant emotional response is amusement.
sub-02::stimulus_259,The dominant emotional response is interest.
sub-02::stimulus_260,The dominant emotional response is amusement.
sub-02::stimulus_261,The dominant emotional response is amusement.
sub-02::stimulus_262,The dominant emotional response is guilt.
sub-02::stimulus_263,The dominant emotional response is pride.
sub-02::stimulus_264,The dominant emotional response is admiration.
sub-02::stimulus_265,The dominant emotional response is amusement.
sub-02::stimulus_266,The dominant emotional response is empathic_pain.
sub-02::stimulus_267,The dominant emotional response is sadness.
sub-02::stimulus_268,The dominant emotional response is empathic_pain.
sub-02::stimulus_269,The dominant emotional response is guilt.
sub-02::stimulus_270,The dominant emotional response is amusement.
sub-02::stimulus_271,The dominant emotional response is empathic_pain.
sub-02::stimulus_272,The dominant emotional response is confusion.
sub-02::stimulus_273,The dominant emotional response is amusement.
sub-02::stimulus_274,The dominant emotional response is awe.
sub-02::stimulus_275,The dominant emotional response is fear.
sub-02::stimulus_276,The dominant emotional response is satisfaction.
sub-02::stimulus_277,The dominant emotional response is amusement.
sub-02::stimulus_278,The dominant emotional response is interest.
sub-02::stimulus_279,The dominant emotional response is guilt.
sub-02::stimulus_280,The dominant emotional response is awe.
sub-02::stimulus_281,The dominant emotional response is amusement.
sub-02::stimulus_282,The dominant emotional response is amusement.
sub-02::stimulus_283,The dominant emotional response is sadness.
sub-02::stimulus_284,The dominant emotional response is craving.
sub-02::stimulus_285,The dominant emotional response is awkwardness.
sub-02::stimulus_286,The dominant emotional response is awe.
sub-02::stimulus_287,The dominant emotional response is envy.
sub-02::stimulus_288,The dominant emotional response is empathic_pain.
sub-02::stimulus_289,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_290,The dominant emotional response is amusement.
sub-02::stimulus_291,The dominant emotional response is amusement.
sub-02::stimulus_292,The dominant emotional response is amusement.
sub-02::stimulus_293,The dominant emotional response is shame.
sub-02::stimulus_294,The dominant emotional response is amusement.
sub-02::stimulus_295,The dominant emotional response is sympathy.
sub-02::stimulus_296,The dominant emotional response is amusement.
sub-02::stimulus_297,The dominant emotional response is amusement.
sub-02::stimulus_298,The dominant emotional response is shame.
sub-02::stimulus_299,The dominant emotional response is satisfaction.
sub-02::stimulus_300,The dominant emotional response is nostalgia.
sub-02::stimulus_301,The dominant emotional response is pride.
sub-02::stimulus_302,The dominant emotional response is awe.
sub-02::stimulus_303,The dominant emotional response is boredom.
sub-02::stimulus_304,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_305,The dominant emotional response is amusement.
sub-02::stimulus_306,The dominant emotional response is empathic_pain.
sub-02::stimulus_307,The dominant emotional response is adoration.
sub-02::stimulus_308,The dominant emotional response is empathic_pain.
sub-02::stimulus_309,The dominant emotional response is surprise.
sub-02::stimulus_310,The dominant emotional response is boredom.
sub-02::stimulus_311,The dominant emotional response is craving.
sub-02::stimulus_312,The dominant emotional response is interest.
sub-02::stimulus_313,The dominant emotional response is entrancement.
sub-02::stimulus_314,The dominant emotional response is awe.
sub-02::stimulus_315,The dominant emotional response is pride.
sub-02::stimulus_316,The dominant emotional response is romance.
sub-02::stimulus_317,The dominant emotional response is envy.
sub-02::stimulus_318,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_319,The dominant emotional response is adoration.
sub-02::stimulus_320,The dominant emotional response is surprise.
sub-02::stimulus_321,The dominant emotional response is sympathy.
sub-02::stimulus_322,The dominant emotional response is adoration.
sub-02::stimulus_323,The dominant emotional response is amusement.
sub-02::stimulus_324,The dominant emotional response is anxiety.
sub-02::stimulus_325,The dominant emotional response is envy.
sub-02::stimulus_326,The dominant emotional response is amusement.
sub-02::stimulus_327,The dominant emotional response is sadness.
sub-02::stimulus_328,The dominant emotional response is amusement.
sub-02::stimulus_329,The dominant emotional response is anxiety.
sub-02::stimulus_330,The dominant emotional response is awe.
sub-02::stimulus_331,The dominant emotional response is nostalgia.
sub-02::stimulus_332,The dominant emotional response is confusion.
sub-02::stimulus_333,The dominant emotional response is satisfaction.
sub-02::stimulus_334,The dominant emotional response is guilt.
sub-02::stimulus_335,The dominant emotional response is empathic_pain.
sub-02::stimulus_336,The dominant emotional response is amusement.
sub-02::stimulus_337,The dominant emotional response is surprise.
sub-02::stimulus_338,The dominant emotional response is sympathy.
sub-02::stimulus_339,The dominant emotional response is calmness.
sub-02::stimulus_340,The dominant emotional response is amusement.
sub-02::stimulus_341,The dominant emotional response is joy.
sub-02::stimulus_342,The dominant emotional response is nostalgia.
sub-02::stimulus_343,The dominant emotional response is joy.
sub-02::stimulus_344,The dominant emotional response is adoration.
sub-02::stimulus_345,The dominant emotional response is empathic_pain.
sub-02::stimulus_346,The dominant emotional response is amusement.
sub-02::stimulus_347,The dominant emotional response is amusement.
sub-02::stimulus_348,The dominant emotional response is calmness.
sub-02::stimulus_349,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_350,The dominant emotional response is sadness.
sub-02::stimulus_351,The dominant emotional response is boredom.
sub-02::stimulus_352,The dominant emotional response is joy.
sub-02::stimulus_353,The dominant emotional response is sympathy.
sub-02::stimulus_354,The dominant emotional response is pride.
sub-02::stimulus_355,The dominant emotional response is empathic_pain.
sub-02::stimulus_356,The dominant emotional response is pride.
sub-02::stimulus_357,The dominant emotional response is awe.
sub-02::stimulus_358,The dominant emotional response is amusement.
sub-02::stimulus_359,The dominant emotional response is surprise.
sub-02::stimulus_360,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_361,The dominant emotional response is amusement.
sub-02::stimulus_362,The dominant emotional response is surprise.
sub-02::stimulus_363,The dominant emotional response is romance.
sub-02::stimulus_364,The dominant emotional response is guilt.
sub-02::stimulus_365,The dominant emotional response is craving.
sub-02::stimulus_366,The dominant emotional response is adoration.
sub-02::stimulus_367,The dominant emotional response is confusion.
sub-02::stimulus_368,The dominant emotional response is pride.
sub-02::stimulus_369,The dominant emotional response is sadness.
sub-02::stimulus_370,The dominant emotional response is anxiety.
sub-02::stimulus_371,The dominant emotional response is amusement.
sub-02::stimulus_372,The dominant emotional response is anxiety.
sub-02::stimulus_373,The dominant emotional response is surprise.
sub-02::stimulus_374,The dominant emotional response is guilt.
sub-02::stimulus_375,The dominant emotional response is anxiety.
sub-02::stimulus_376,The dominant emotional response is surprise.
sub-02::stimulus_377,The dominant emotional response is anxiety.
sub-02::stimulus_378,The dominant emotional response is pride.
sub-02::stimulus_379,The dominant emotional response is guilt.
sub-02::stimulus_380,The dominant emotional response is amusement.
sub-02::stimulus_381,The dominant emotional response is awe.
sub-02::stimulus_382,The dominant emotional response is confusion.
sub-02::stimulus_383,The dominant emotional response is empathic_pain.
sub-02::stimulus_384,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_385,The dominant emotional response is anxiety.
sub-02::stimulus_386,The dominant emotional response is awe.
sub-02::stimulus_387,The dominant emotional response is interest.
sub-02::stimulus_388,The dominant emotional response is amusement.
sub-02::stimulus_389,The dominant emotional response is guilt.
sub-02::stimulus_390,The dominant emotional response is joy.
sub-02::stimulus_391,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_392,The dominant emotional response is adoration.
sub-02::stimulus_393,The dominant emotional response is empathic_pain.
sub-02::stimulus_394,The dominant emotional response is joy.
sub-02::stimulus_395,The dominant emotional response is guilt.
sub-02::stimulus_396,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_397,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_398,The dominant emotional response is satisfaction.
sub-02::stimulus_399,The dominant emotional response is amusement.
sub-02::stimulus_400,The dominant emotional response is sadness.
sub-02::stimulus_401,The dominant emotional response is triumph.
sub-02::stimulus_402,The dominant emotional response is fear.
sub-02::stimulus_403,The dominant emotional response is amusement.
sub-02::stimulus_404,The dominant emotional response is joy.
sub-02::stimulus_405,The dominant emotional response is guilt.
sub-02::stimulus_406,The dominant emotional response is interest.
sub-02::stimulus_407,The dominant emotional response is amusement.
sub-02::stimulus_408,The dominant emotional response is guilt.
sub-02::stimulus_409,The dominant emotional response is awe.
sub-02::stimulus_410,The dominant emotional response is pride.
sub-02::stimulus_411,The dominant emotional response is adoration.
sub-02::stimulus_412,The dominant emotional response is amusement.
sub-02::stimulus_413,The dominant emotional response is adoration.
sub-02::stimulus_414,The dominant emotional response is empathic_pain.
sub-02::stimulus_415,The dominant emotional response is admiration.
sub-02::stimulus_416,The dominant emotional response is amusement.
sub-02::stimulus_417,The dominant emotional response is entrancement.
sub-02::stimulus_418,The dominant emotional response is awe.
sub-02::stimulus_419,The dominant emotional response is anxiety.
sub-02::stimulus_420,The dominant emotional response is amusement.
sub-02::stimulus_421,The dominant emotional response is pride.
sub-02::stimulus_422,The dominant emotional response is guilt.
sub-02::stimulus_423,The dominant emotional response is surprise.
sub-02::stimulus_424,The dominant emotional response is amusement.
sub-02::stimulus_425,The dominant emotional response is amusement.
sub-02::stimulus_426,The dominant emotional response is joy.
sub-02::stimulus_427,The dominant emotional response is surprise.
sub-02::stimulus_428,The dominant emotional response is joy.
sub-02::stimulus_429,The dominant emotional response is craving.
sub-02::stimulus_430,The dominant emotional response is amusement.
sub-02::stimulus_431,The dominant emotional response is amusement.
sub-02::stimulus_432,The dominant emotional response is amusement.
sub-02::stimulus_433,The dominant emotional response is sadness.
sub-02::stimulus_434,The dominant emotional response is empathic_pain.
sub-02::stimulus_435,The dominant emotional response is anxiety.
sub-02::stimulus_436,The dominant emotional response is anxiety.
sub-02::stimulus_437,The dominant emotional response is guilt.
sub-02::stimulus_438,The dominant emotional response is amusement.
sub-02::stimulus_439,The dominant emotional response is confusion.
sub-02::stimulus_440,The dominant emotional response is amusement.
sub-02::stimulus_441,The dominant emotional response is empathic_pain.
sub-02::stimulus_442,The dominant emotional response is amusement.
sub-02::stimulus_443,The dominant emotional response is guilt.
sub-02::stimulus_444,The dominant emotional response is empathic_pain.
sub-02::stimulus_445,The dominant emotional response is satisfaction.
sub-02::stimulus_446,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_447,The dominant emotional response is amusement.
sub-02::stimulus_448,The dominant emotional response is guilt.
sub-02::stimulus_449,The dominant emotional response is envy.
sub-02::stimulus_450,The dominant emotional response is guilt.
sub-02::stimulus_451,The dominant emotional response is sympathy.
sub-02::stimulus_452,The dominant emotional response is amusement.
sub-02::stimulus_453,The dominant emotional response is confusion.
sub-02::stimulus_454,The dominant emotional response is nostalgia.
sub-02::stimulus_455,The dominant emotional response is sadness.
sub-02::stimulus_456,The dominant emotional response is sadness.
sub-02::stimulus_457,The dominant emotional response is amusement.
sub-02::stimulus_458,The dominant emotional response is craving.
sub-02::stimulus_459,The dominant emotional response is amusement.
sub-02::stimulus_460,The dominant emotional response is anxiety.
sub-02::stimulus_461,The dominant emotional response is interest.
sub-02::stimulus_462,The dominant emotional response is amusement.
sub-02::stimulus_463,The dominant emotional response is amusement.
sub-02::stimulus_464,The dominant emotional response is empathic_pain.
sub-02::stimulus_465,The dominant emotional response is surprise.
sub-02::stimulus_466,The dominant emotional response is joy.
sub-02::stimulus_467,The dominant emotional response is amusement.
sub-02::stimulus_468,The dominant emotional response is sympathy.
sub-02::stimulus_469,The dominant emotional response is amusement.
sub-02::stimulus_470,The dominant emotional response is awe.
sub-02::stimulus_471,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_472,The dominant emotional response is amusement.
sub-02::stimulus_473,The dominant emotional response is surprise.
sub-02::stimulus_474,The dominant emotional response is guilt.
sub-02::stimulus_475,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_476,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_477,The dominant emotional response is satisfaction.
sub-02::stimulus_478,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_479,The dominant emotional response is adoration.
sub-02::stimulus_480,The dominant emotional response is nostalgia.
sub-02::stimulus_481,The dominant emotional response is interest.
sub-02::stimulus_482,The dominant emotional response is guilt.
sub-02::stimulus_483,The dominant emotional response is adoration.
sub-02::stimulus_484,The dominant emotional response is boredom.
sub-02::stimulus_485,The dominant emotional response is joy.
sub-02::stimulus_486,The dominant emotional response is amusement.
sub-02::stimulus_487,The dominant emotional response is awe.
sub-02::stimulus_488,The dominant emotional response is awe.
sub-02::stimulus_489,The dominant emotional response is anxiety.
sub-02::stimulus_490,The dominant emotional response is satisfaction.
sub-02::stimulus_491,The dominant emotional response is amusement.
sub-02::stimulus_492,The dominant emotional response is anxiety.
sub-02::stimulus_493,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_494,The dominant emotional response is empathic_pain.
sub-02::stimulus_495,The dominant emotional response is confusion.
sub-02::stimulus_496,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_497,The dominant emotional response is amusement.
sub-02::stimulus_498,The dominant emotional response is amusement.
sub-02::stimulus_499,The dominant emotional response is envy.
sub-02::stimulus_500,The dominant emotional response is joy.
sub-02::stimulus_501,The dominant emotional response is surprise.
sub-02::stimulus_502,The dominant emotional response is joy.
sub-02::stimulus_503,The dominant emotional response is amusement.
sub-02::stimulus_504,The dominant emotional response is guilt.
sub-02::stimulus_505,The dominant emotional response is confusion.
sub-02::stimulus_506,The dominant emotional response is shame.
sub-02::stimulus_507,The dominant emotional response is sadness.
sub-02::stimulus_508,The dominant emotional response is surprise.
sub-02::stimulus_509,The dominant emotional response is sympathy.
sub-02::stimulus_510,The dominant emotional response is confusion.
sub-02::stimulus_511,The dominant emotional response is surprise.
sub-02::stimulus_512,The dominant emotional response is confusion.
sub-02::stimulus_513,The dominant emotional response is empathic_pain.
sub-02::stimulus_514,The dominant emotional response is empathic_pain.
sub-02::stimulus_515,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_516,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_517,The dominant emotional response is guilt.
sub-02::stimulus_518,The dominant emotional response is adoration.
sub-02::stimulus_519,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_520,The dominant emotional response is surprise.
sub-02::stimulus_521,The dominant emotional response is amusement.
sub-02::stimulus_522,The dominant emotional response is entrancement.
sub-02::stimulus_523,The dominant emotional response is amusement.
sub-02::stimulus_524,The dominant emotional response is guilt.
sub-02::stimulus_525,The dominant emotional response is adoration.
sub-02::stimulus_526,The dominant emotional response is surprise.
sub-02::stimulus_527,The dominant emotional response is boredom.
sub-02::stimulus_528,The dominant emotional response is adoration.
sub-02::stimulus_529,The dominant emotional response is empathic_pain.
sub-02::stimulus_530,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_531,The dominant emotional response is craving.
sub-02::stimulus_532,The dominant emotional response is guilt.
sub-02::stimulus_533,The dominant emotional response is envy.
sub-02::stimulus_534,The dominant emotional response is amusement.
sub-02::stimulus_535,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_536,The dominant emotional response is romance.
sub-02::stimulus_537,The dominant emotional response is boredom.
sub-02::stimulus_538,The dominant emotional response is awe.
sub-02::stimulus_539,The dominant emotional response is surprise.
sub-02::stimulus_540,The dominant emotional response is fear.
sub-02::stimulus_541,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_542,The dominant emotional response is craving.
sub-02::stimulus_543,The dominant emotional response is sadness.
sub-02::stimulus_544,The dominant emotional response is amusement.
sub-02::stimulus_545,The dominant emotional response is amusement.
sub-02::stimulus_546,The dominant emotional response is awe.
sub-02::stimulus_547,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_548,The dominant emotional response is guilt.
sub-02::stimulus_549,The dominant emotional response is amusement.
sub-02::stimulus_550,The dominant emotional response is fear.
sub-02::stimulus_551,The dominant emotional response is empathic_pain.
sub-02::stimulus_552,The dominant emotional response is surprise.
sub-02::stimulus_553,The dominant emotional response is awe.
sub-02::stimulus_554,The dominant emotional response is guilt.
sub-02::stimulus_555,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_556,The dominant emotional response is surprise.
sub-02::stimulus_557,The dominant emotional response is empathic_pain.
sub-02::stimulus_558,The dominant emotional response is guilt.
sub-02::stimulus_559,The dominant emotional response is amusement.
sub-02::stimulus_560,The dominant emotional response is sadness.
sub-02::stimulus_561,The dominant emotional response is craving.
sub-02::stimulus_562,The dominant emotional response is surprise.
sub-02::stimulus_563,The dominant emotional response is guilt.
sub-02::stimulus_564,The dominant emotional response is guilt.
sub-02::stimulus_565,The dominant emotional response is interest.
sub-02::stimulus_566,The dominant emotional response is empathic_pain.
sub-02::stimulus_567,The dominant emotional response is surprise.
sub-02::stimulus_568,The dominant emotional response is guilt.
sub-02::stimulus_569,The dominant emotional response is aesthetic_appreciation.
sub-02::stimulus_570,The dominant emotional response is romance.
sub-02::stimulus_571,The dominant emotional response is craving.
sub-02::stimulus_572,The dominant emotional response is amusement.
sub-02::stimulus_573,The dominant emotional response is adoration.
sub-02::stimulus_574,The dominant emotional response is amusement.
sub-02::stimulus_575,The dominant emotional response is confusion.
sub-02::stimulus_576,The dominant emotional response is amusement.
